Length,Diameter,Height,Weight,Viscera Weight,Shell Weight,Age,Sex_F,Sex_I,Sex_M
1.1625,0.9375,0.3,13.3526145,3.3735905,3.96893,9,0,1,0
1.55,1.125,0.3375,26.194938,6.42116175,8.40562675,10,0,1,0
1.075,0.825,0.2375,9.07184,1.8427175,3.4869885,7,0,1,0
0.9625,0.75,0.2375,6.80388,1.6726205,2.4097075,9,0,0,1
0.35,0.2625,0.0875,0.41106775,0.09922325,0.1417475,4,0,1,0
0.9375,0.7375,0.275,8.51902475,1.63009625,2.93417325,7,1,0,0
1.7625,1.3875,0.4875,49.68249875,11.94931425,14.628342,12,1,0,0
1.425,1.0875,0.35,22.92057075,5.1879585,6.23689,16,1,0,0
1.1625,0.925,0.2875,11.55242125,2.65067825,4.12485225,9,0,1,0
1.2625,0.975,0.2625,18.58309725,5.10291,5.386405,11,0,0,1
1.575,1.2625,0.4125,35.72037,7.81028725,11.509897,14,0,0,1
0.9,0.7375,0.2625,6.8322295,1.5025235,2.6932025,8,0,0,1
1.375,1.025,0.375,22.2543575,5.273007,7.7961125,12,0,0,1
0.9,0.7375,0.25,5.96756975,1.48834875,2.1262125,9,0,0,1
1.2125,0.9375,0.275,13.154168,2.551455,4.2240755,8,0,1,0
1.3125,1.0375,0.3625,23.9553275,4.63514325,8.15048125,8,0,0,1
1.5125,1.2,0.4375,33.12639075,6.53455975,10.092422,9,1,0,0
0.6375,0.475,0.1875,2.45223175,0.58116475,0.7087375,5,0,1,0
1.15,0.85,0.225,10.886208,1.927766,3.118445,8,0,1,0
1.3,1.025,0.3625,18.313777,4.52174525,4.6776675,9,0,1,0
1.5875,1.225,0.3875,32.4601775,8.60407325,8.94426725,9,1,0,0
1.3875,1.1375,0.45,27.158821,5.5281525,11.056305,14,1,0,0
1.1375,0.8375,0.2625,11.49572225,2.608154,3.35941575,8,0,1,0
1.725,1.375,0.4875,50.3770615,10.77281,12.20445975,11,0,0,1
1.6,1.2125,0.3625,32.13415825,7.10154975,8.54737425,11,1,0,0
1.1,0.8125,0.275,14.07552675,3.38776525,3.04757125,8,0,1,0
0.675,0.5125,0.125,2.381358,0.52446575,0.8221355,6,0,1,0
0.9,0.6875,0.1875,6.25106475,1.247378,1.871067,7,0,1,0
0.9375,0.7,0.25,7.27164675,1.65844575,2.05533875,12,0,1,0
1.4,1.1125,0.3875,24.76328825,5.9250455,7.7961125,16,0,1,0
0.8,0.6,0.1875,4.91863825,1.00640725,1.417475,7,0,1,0
1.175,0.9375,0.3,13.8062065,2.8066005,3.8271825,8,0,1,0
1.6375,1.3625,0.4625,49.8667705,8.8733935,15.5071765,11,1,0,0
1.75,1.4375,0.5125,50.95822625,11.15552825,14.64251675,13,1,0,0
0.4,0.3,0.05,0.510291,0.12757275,0.1417475,4,0,1,0
1.4125,1.0,0.325,19.77377625,4.72019175,5.10291,8,1,0,0
1.4375,1.175,0.375,32.36095425,5.783298,11.3398,13,0,0,1
1.15,0.9,0.2625,13.210867,2.8066005,3.118445,7,0,1,0
1.2625,1.1,0.35,23.45921125,5.25883225,6.7755305,8,0,0,1
1.35,1.0125,0.3875,27.54153925,5.499803,8.221355,19,0,0,1
1.15,0.8625,0.3,11.77921725,2.50893075,3.0333965,7,0,1,0
1.6,1.275,0.425,38.88133925,8.7032965,11.5949455,10,0,0,1
1.6125,1.3125,0.5,41.0784255,7.27164675,14.3164975,13,1,0,0
0.7875,0.575,0.175,3.24601775,0.66621325,1.09145575,5,0,1,0
1.375,1.0375,0.4375,29.540179,6.59125875,8.23552975,15,0,0,1
1.2875,0.925,0.2875,17.42076775,4.3941725,4.139027,9,0,0,1
1.575,1.2125,0.4125,34.9549335,6.56290925,8.60407325,10,0,0,1
1.15,0.8875,0.275,11.7650425,2.324659,3.685435,12,0,0,1
1.45,1.175,0.4125,29.5118295,4.706017,7.9095105,9,0,0,1
1.4375,1.075,0.3875,22.55202725,5.45727875,6.23689,9,1,0,0
1.575,1.2375,0.475,33.04134225,5.99591925,4.60679375,10,1,0,0
1.65,1.275,0.4125,46.42230625,10.04989775,11.12717875,14,0,0,1
1.625,1.2875,0.4625,38.96638775,5.11708475,10.4609655,12,0,0,1
1.4375,1.125,0.3625,22.5378525,4.26659975,7.37087,10,0,1,0
1.55,1.2,0.375,35.890467,7.29999625,8.7599955,12,0,0,1
1.6125,1.3,0.425,33.9343515,8.29222875,8.9867915,11,1,0,0
1.3125,0.9875,0.325,21.64484325,4.03980375,6.3786375,8,0,0,1
0.4625,0.9375,0.3,13.16834275,2.96252275,4.252425,6,0,1,0
1.1,0.8625,0.3,13.8062065,3.061746,4.53592,14,0,1,0
1.2125,0.925,0.325,12.984071,3.2034935,3.855532,10,0,1,0
1.2875,0.9875,0.3375,28.5479465,7.07320025,7.144074,8,0,0,1
1.5,1.2125,0.4375,35.93299125,7.98038425,10.77281,13,0,0,1
1.3125,1.0625,0.35,24.76328825,5.159609,6.30776375,10,1,0,0
1.375,1.1625,0.375,26.535132,4.932813,6.90310325,9,0,1,0
1.0875,0.8,0.3,10.73028575,2.59397925,3.5436875,11,1,0,0
1.35,1.1875,0.3875,34.5013415,8.71747125,9.63883,16,1,0,0
1.7,1.3,0.4375,43.7432785,9.9506745,10.602713,11,0,0,1
1.175,0.875,0.3125,12.23280925,3.30271675,3.33106625,6,0,1,0
1.0375,0.775,0.225,7.98038425,1.74349425,2.4097075,6,0,1,0
1.1875,0.8875,0.2625,13.267566,3.16096925,3.40194,8,0,1,0
1.175,0.875,0.3375,16.0741665,4.15320175,4.32329875,11,0,1,0
1.475,1.1375,0.4375,27.385617,6.95980225,8.788345,10,1,0,0
1.4125,1.1375,0.375,23.26076475,4.5075705,7.37087,18,1,0,0
1.15,0.9125,0.2875,14.4865945,3.345241,3.4869885,7,0,1,0
1.0125,0.75,0.275,9.07184,1.247378,2.6365035,7,0,1,0
1.1375,0.925,0.3125,12.2753335,3.58621175,4.1106775,9,0,1,0
1.5625,1.2,0.425,38.34269875,7.881161,10.3475675,10,1,0,0
1.4375,1.125,0.4125,27.37144225,5.386405,6.520385,8,0,0,1
1.1625,0.8875,0.2625,13.59358525,3.515338,3.5436875,8,0,0,1
1.525,1.075,0.35,25.7696955,5.6699,6.23689,8,1,0,0
0.825,0.6125,0.2125,4.8477645,1.03475675,1.5592225,11,0,0,1
1.5375,1.3125,0.3875,32.24755625,6.690482,10.489315,20,0,0,1
0.925,0.7,0.2625,6.633783,1.65844575,2.1262125,9,0,0,1
1.2875,0.95,0.3375,18.75319425,5.93922025,4.3941725,10,0,0,1
1.2,0.9375,0.2875,19.17843675,3.01922175,4.819415,6,0,0,1
1.325,1.0375,0.375,22.04173625,4.01145425,9.355335,20,1,0,0
1.6625,1.3,0.4375,38.90968875,9.07184,11.1980525,12,0,0,1
0.4625,0.325,0.1125,0.8221355,0.21262125,0.26932025,4,0,1,0
1.2375,0.8875,0.3,14.07552675,2.96252275,4.23825025,8,0,1,0
0.8375,0.625,0.2,4.7343665,0.92135875,1.63009625,6,0,1,0
1.6,1.2125,0.4625,40.24211525,9.82310175,9.22776225,11,1,0,0
1.5375,1.3125,0.3875,29.44095575,6.56290925,9.7805775,11,1,0,0
1.675,1.3125,0.5,49.34230475,8.4198015,18.6256215,11,0,0,1
0.8625,0.65,0.225,5.8683465,1.23320325,2.16873675,10,1,0,0
1.0625,0.8375,0.25,11.58077075,2.608154,3.8271825,9,0,0,1
1.3,1.0,0.3125,19.46193175,4.86193925,5.2446575,9,1,0,0
1.5875,1.25,0.45,35.62114675,8.278054,9.922325,10,1,0,0
1.5875,1.2625,0.425,35.81959325,9.128539,10.0640725,9,1,0,0
1.75,1.5,0.575,56.7840485,11.46737275,16.31513725,10,0,0,1
1.1875,0.8875,0.3375,13.53688625,2.551455,4.06815325,8,0,1,0
1.6,1.25,0.425,31.75144,7.49844275,9.07184,12,1,0,0
1.0875,0.8125,0.3,9.808927,2.381358,2.6932025,7,0,1,0
1.3,1.0125,0.35,23.17571625,5.1879585,7.37087,17,1,0,0
1.025,0.7875,0.2375,7.95203475,0.97805775,3.118445,7,0,1,0
1.45,1.1125,0.375,27.00289875,5.51397775,8.1363065,11,0,0,1
1.675,1.35,0.4875,45.8978405,9.36950975,13.1825175,11,1,0,0
1.2125,0.8875,0.325,16.4710595,3.742134,4.762716,12,0,1,0
1.3375,1.125,0.3375,22.89222125,5.1312595,7.087375,13,1,0,0
1.275,0.975,0.2625,17.349894,4.252425,5.5281525,13,1,0,0
1.45,1.125,0.375,26.08154,6.010094,8.20718025,9,1,0,0
0.8625,0.675,0.275,6.05261825,1.54504775,1.984465,7,0,1,0
1.6125,1.2875,0.4375,45.68521925,10.886208,10.9145575,14,0,0,1
1.475,1.1375,0.375,27.669112,5.82582225,7.83863675,10,1,0,0
0.7,0.3,0.1875,3.3168915,0.8221355,0.97805775,4,0,1,0
1.2625,1.1875,0.4,31.62386725,6.7755305,8.68912175,8,1,0,0
1.4875,1.175,0.4125,28.78891725,5.40057975,8.1930055,9,1,0,0
1.125,0.9125,0.2875,16.68368075,3.4302895,3.75630875,8,1,0,0
1.325,1.025,0.35,21.38969775,4.86193925,5.96756975,8,0,0,1
1.275,1.0125,0.325,16.9813505,3.27436725,4.20990075,8,0,1,0
1.2375,0.9375,0.2875,14.3731965,2.9199985,4.252425,8,0,1,0
1.3125,1.075,0.3125,23.0481435,4.706017,5.03203625,12,1,0,0
1.7375,1.3375,0.5,44.94813225,9.468733,13.3526145,11,1,0,0
1.5375,1.2375,0.4,35.5786225,9.05766525,9.14271375,12,1,0,0
1.0,0.7875,0.225,9.355335,1.927766,2.26796,6,0,1,0
1.2375,0.9625,0.3375,20.0997955,3.89805625,7.427569,12,0,0,1
1.625,1.275,0.4375,32.7436725,5.74077375,10.9145575,12,0,0,1
1.525,1.225,0.425,33.38153625,6.76135575,8.3631025,15,1,0,0
1.425,1.1375,0.3875,23.586784,4.932813,7.8528115,11,0,0,1
1.125,0.8375,0.35,13.551061,3.2601925,4.53592,11,0,0,1
1.325,1.1,0.5125,23.6718325,6.16601625,6.9456275,14,0,0,1
1.4625,1.125,0.375,26.591831,5.7549485,6.3786375,7,1,0,0
1.3625,0.975,0.3375,22.21183325,5.14543425,4.422522,7,0,0,1
1.15,0.9,0.3375,17.30736975,3.0333965,6.6621325,14,0,0,1
1.1375,0.8875,0.3,12.74310025,2.948348,4.252425,9,1,0,0
0.9875,0.7625,0.2625,8.051258,1.68679525,2.67902775,8,0,1,0
1.15,0.95,0.325,18.1153305,4.32329875,4.53592,11,1,0,0
1.525,1.2125,0.4125,30.8159065,6.577084,10.77281,11,1,0,0
0.8125,0.6,0.1875,4.309124,0.86465975,1.2757275,6,0,1,0
1.45,1.15,0.35,23.51591025,4.6776675,6.747181,10,0,1,0
1.2625,0.9875,0.3125,18.0019325,4.40834725,4.9611625,9,0,0,1
1.5,1.15,0.3875,18.86659225,4.2240755,7.6260155,11,0,0,1
1.3,1.075,0.375,20.638436,4.46504625,6.6621325,11,1,0,0
1.2375,0.925,0.3,16.839603,3.118445,3.89805625,7,1,0,0
1.1875,0.9125,0.3,15.025235,2.76407625,4.60679375,10,0,1,0
1.7625,1.375,0.525,40.78075575,9.22776225,13.097469,11,0,0,1
1.375,1.075,0.375,23.81358,5.5281525,6.3219385,8,1,0,0
0.925,0.725,0.225,6.8322295,1.2757275,1.9561155,10,0,0,1
0.675,0.5,0.2,3.41611475,0.793786,1.13398,6,0,0,1
1.225,0.9375,0.2875,15.7906715,3.78465825,5.00368675,8,0,1,0
1.4125,1.1,0.4,25.9397925,5.48562825,9.07184,12,1,0,0
1.375,1.025,0.3625,23.48756075,5.40057975,7.087375,13,1,0,0
0.7,0.525,0.2125,3.01922175,0.83631025,0.850485,4,0,1,0
1.4125,1.0875,0.3625,23.94115275,4.479221,7.2291225,9,0,1,0
1.7125,1.275,0.4125,43.7999775,10.70193625,11.49572225,10,0,0,1
1.6125,1.3,0.4375,46.379782,9.695529,12.246984,11,0,0,1
0.6875,0.5,0.1625,3.30271675,0.3685435,0.9922325,7,0,1,0
1.6125,1.275,0.475,42.14153175,8.391452,12.0485375,12,0,0,1
1.325,1.05,0.4625,21.318824,4.422522,5.8116475,20,0,1,0
1.4625,1.1625,0.475,33.1972645,6.67630725,11.3398,17,0,0,1
1.725,1.3875,0.5125,51.49686675,12.45960525,14.5999925,19,1,0,0
1.175,0.9,0.25,13.33843975,2.5231055,3.92640575,8,1,0,0
1.3375,1.05,0.375,20.87940675,5.273007,6.0951425,14,1,0,0
1.4625,1.15,0.375,34.189497,6.123492,9.1568885,10,0,0,1
1.4375,1.15,0.4625,31.014353,6.1518415,9.7805775,15,1,0,0
1.575,1.25,0.4625,38.612019,8.85921875,10.886208,10,0,0,1
1.4625,1.2,0.4625,29.48348,7.5126175,8.0796075,10,0,0,1
0.875,0.6625,0.2,5.6699,1.190679,1.70097,7,0,1,0
0.8875,0.6625,0.2125,5.6982495,1.5025235,1.97029025,8,0,0,1
1.475,1.2125,0.3,25.8263945,5.159609,8.221355,16,0,0,1
1.6125,1.2375,0.475,43.6298805,11.566596,12.6155275,12,0,0,1
1.725,1.325,0.525,44.8772585,11.4815475,10.95708175,12,0,0,1
1.4625,1.1625,0.425,28.10852925,6.350288,7.5126175,12,1,0,0
0.4125,0.2875,0.0375,0.41106775,0.0850485,0.1417475,4,0,1,0
1.35,1.05,0.35,20.59591175,4.09650275,6.4920355,9,0,1,0
1.6125,1.25,0.4375,36.457457,8.164656,10.942907,12,0,0,1
1.5875,1.25,0.425,40.66735775,8.7599955,11.850091,12,0,0,1
0.875,0.6375,0.1625,5.0745605,1.09145575,1.70097,10,0,0,1
1.1,0.8625,0.325,12.74310025,2.36718325,3.798833,6,0,1,0
1.8,1.4,0.45,44.97648175,10.6310625,12.54465375,11,0,0,1
1.65,1.325,0.425,39.41997975,6.010094,12.8423235,15,0,0,1
0.9125,0.675,0.1875,6.27941425,1.26155275,1.984465,6,0,1,0
0.6125,0.45,0.1625,1.80019325,0.38271825,0.56699,4,0,0,1
1.3375,1.025,0.375,22.97726975,5.3013565,6.80388,11,0,0,1
0.8875,0.65,0.225,5.45727875,1.077281,1.8427175,8,0,1,0
0.9375,0.7125,0.225,6.7188315,1.11980525,2.26796,8,0,1,0
1.55,1.2125,0.3875,29.7386255,6.5487345,7.087375,10,0,0,1
0.8375,0.625,0.1875,5.17378375,1.247378,1.5592225,7,0,1,0
1.3375,1.025,0.325,17.22232125,3.47281375,5.59902625,9,0,1,0
1.3625,1.075,0.35,23.586784,4.819415,5.6982495,9,1,0,0
1.175,0.9,0.275,14.07552675,3.6003865,3.685435,6,1,0,0
1.0375,0.7625,0.25,9.2135875,1.43164975,2.5798045,6,0,0,1
1.2125,0.9125,0.225,18.4555245,3.742134,5.10291,8,0,1,0
1.6125,1.225,0.475,37.03862175,10.10659675,9.7805775,18,1,0,0
1.65,1.3125,0.5125,38.73959175,8.2497045,11.623295,18,1,0,0
1.0,0.75,0.225,7.98038425,1.7293195,2.26796,7,0,1,0
1.3375,1.05,0.4,20.41164,4.649318,6.3786375,15,0,0,1
1.3375,1.125,0.3375,20.638436,5.23048275,7.5126175,9,0,1,0
1.1875,0.9375,0.325,14.67086625,3.30271675,4.819415,10,0,0,1
1.675,1.325,0.5125,39.73182425,6.98815175,11.793392,12,1,0,0
1.6125,1.225,0.4375,37.42134,6.73300625,9.59630575,11,0,0,1
1.325,1.0625,0.325,20.3265915,4.706017,7.2291225,13,1,0,0
0.8125,0.5,0.2,2.82077525,0.63786375,0.907184,8,0,1,0
1.5375,1.25,0.4125,33.35318675,6.917278,9.7805775,17,1,0,0
1.5125,1.2125,0.4125,26.97454925,5.4714535,7.83863675,11,1,0,0
0.7375,0.55,0.175,3.572037,0.77961125,0.9922325,6,0,1,0
1.0875,0.9375,0.275,11.77921725,2.154562,4.1106775,8,0,1,0
1.2125,0.975,0.25,15.77649675,3.27436725,5.2446575,9,1,0,0
1.3375,1.05,0.4,21.16290175,4.29494925,6.19436575,10,0,0,1
1.45,1.125,0.425,27.51318975,6.577084,7.030676,9,1,0,0
1.5875,1.2,0.3625,33.4807595,6.4920355,6.3786375,10,0,0,1
1.5,1.125,0.35,23.7285315,5.0178615,6.87475375,10,1,0,0
1.0625,0.8125,0.2875,10.44679075,2.45223175,2.96252275,7,0,1,0
1.525,1.0625,0.3875,29.72445075,5.54232725,7.767763,11,0,1,0
1.4,1.075,0.3625,25.457851,6.59125875,6.9456275,9,1,0,0
1.5875,1.2375,0.3875,38.65454325,8.46232575,8.3631025,10,0,0,1
0.4125,0.3,0.125,0.5953395,0.12757275,0.396893,3,0,1,0
1.4875,1.15,0.35,24.153774,6.39281225,6.4353365,9,0,0,1
0.75,0.55,0.2,3.55786225,0.75126175,1.1056305,6,0,1,0
1.3125,1.1,0.375,23.88445375,5.62737575,6.80388,12,1,0,0
1.65,1.3625,0.4625,37.42134,7.47009325,12.8990225,16,0,0,1
1.4375,1.125,0.4125,26.12406425,6.3786375,7.257472,12,0,0,1
1.225,1.05,0.3125,17.2648455,4.06815325,6.23689,14,0,0,1
1.5625,1.25,0.425,31.14192575,6.23689,10.035723,9,0,0,1
0.7375,0.5625,0.225,3.13261975,0.69456275,0.907184,7,0,1,0
0.325,0.2375,0.0875,0.29766975,0.18427175,0.09922325,4,0,1,0
1.5375,1.1875,0.475,40.63900825,8.6465975,9.31281075,9,0,0,1
1.35,1.0125,0.375,21.50309575,5.88252125,5.386405,10,0,1,0
0.9625,0.7,0.3125,6.917278,1.077281,2.4097075,6,0,1,0
1.2625,1.0,0.3375,20.4966885,4.2240755,5.046211,7,0,0,1
1.1625,0.875,0.3125,13.664459,3.005047,3.10427025,6,1,0,0
1.2375,0.95,0.3,14.514944,3.41611475,3.855532,7,0,1,0
1.0625,0.8125,0.3375,10.829509,2.2396105,3.96893,12,1,0,0
1.4375,1.15,0.4125,27.14464625,5.51397775,6.690482,10,1,0,0
1.6875,1.375,0.4375,47.8823055,10.5176645,13.437663,13,1,0,0
1.35,0.9875,0.3375,18.58309725,4.3941725,5.443104,9,0,1,0
1.7125,1.3625,0.45,50.121916,11.113004,13.7495075,16,1,0,0
1.2,0.9125,0.325,15.03940975,3.6003865,3.9405805,8,0,0,1
1.5625,1.2875,0.3875,32.98464325,7.3425205,10.0640725,11,1,0,0
1.175,0.9375,0.2625,13.267566,3.061746,4.819415,10,0,1,0
1.3375,1.0375,0.375,16.34348675,3.8271825,6.3786375,8,0,1,0
1.325,1.0125,0.325,20.921931,4.819415,5.4714535,9,0,0,1
1.025,0.75,0.25,8.5331995,1.9561155,2.551455,9,0,0,1
1.525,1.2,0.35,30.12134375,6.3786375,8.26387925,11,0,0,1
1.325,1.0625,0.275,20.9502805,4.5642695,8.3631025,13,0,0,1
1.4,1.05,0.4875,22.92057075,5.08873525,8.0796075,14,0,0,1
1.3,0.95,0.3375,16.51358375,4.43669675,4.9611625,8,0,0,1
1.525,1.225,0.425,38.20095125,7.087375,8.63242275,11,1,0,0
1.5375,1.175,0.3875,30.730858,5.9250455,6.973977,9,1,0,0
1.0875,0.825,0.275,10.77281,2.67902775,3.118445,7,0,1,0
1.6875,1.2875,0.3625,35.8621175,8.4765005,9.2135875,10,0,0,1
1.2,0.95,0.3125,14.8267885,2.96252275,4.9611625,15,0,1,0
1.3875,1.075,0.35,21.38969775,5.20213325,5.71242425,9,1,0,0
0.8875,0.675,0.25,6.39281225,1.190679,1.814368,7,0,1,0
1.175,0.8875,0.3125,14.1464005,2.79242575,4.3941725,8,0,1,0
1.1875,0.9125,0.3,14.69921575,3.10427025,3.86970675,8,0,1,0
1.325,1.0625,0.325,21.50309575,5.5848515,5.8116475,8,1,0,0
1.725,1.4,0.5375,48.7327905,8.4765005,13.324265,17,1,0,0
1.45,1.1375,0.3375,22.55202725,4.7343665,5.783298,10,0,0,1
1.325,1.05,0.325,18.653971,3.52951275,5.613201,8,0,1,0
1.6125,1.275,0.3875,43.6298805,10.16329575,12.190285,11,0,0,1
1.125,0.95,0.4125,23.14736675,5.42892925,7.5126175,23,1,0,0
1.575,1.1875,0.375,30.390664,8.43397625,8.9300925,8,1,0,0
1.6,1.2625,0.3875,33.89182725,5.9817445,9.808927,11,0,0,1
0.7375,0.525,0.2,2.83495,0.737087,0.8788345,8,0,1,0
1.0,0.775,0.275,8.901743,1.6159215,2.83495,11,0,0,1
1.5,1.175,0.4,28.689694,5.71242425,8.6465975,10,0,0,1
1.2,0.975,0.3125,19.57532975,4.3941725,5.6699,12,1,0,0
0.5375,0.375,0.1375,1.1623295,0.2551455,0.35436875,3,0,1,0
1.575,1.2625,0.375,37.32211675,6.98815175,10.489315,11,0,0,1
1.6375,1.325,0.475,40.483086,9.015141,16.0174675,18,1,0,0
0.825,0.6375,0.2,5.8116475,1.11980525,1.5592225,7,0,1,0
0.7,0.525,0.2,3.07592075,0.75126175,0.97805775,7,0,0,1
1.2875,1.0,0.35,20.31241675,4.52174525,5.06038575,8,0,1,0
1.275,1.0,0.35,19.57532975,4.2807745,6.520385,10,0,0,1
0.9375,0.725,0.25,7.824462,1.60174675,2.4097075,9,0,0,1
0.85,0.625,0.175,6.30776375,1.20485375,1.5592225,7,0,1,0
1.325,1.0375,0.325,19.674553,3.1467945,4.7343665,9,0,1,0
1.35,1.05,0.3625,24.53649225,4.6209685,6.16601625,10,1,0,0
0.6125,0.475,0.15,2.438057,0.396893,0.7087375,4,0,1,0
1.5,1.1625,0.3875,35.777069,6.95980225,9.355335,10,0,0,1
0.825,0.575,0.2125,4.80524025,0.737087,1.43164975,6,0,1,0
1.6875,1.3625,0.4625,49.25725625,8.88756825,13.2959155,13,0,0,1
1.5625,1.2875,0.375,35.19590425,8.68912175,10.20582,15,1,0,0
0.8375,0.6375,0.2125,5.06038575,1.14815475,1.5592225,9,0,1,0
1.4875,1.1875,0.3875,27.895908,5.216308,7.81028725,10,0,1,0
1.6375,1.3125,0.45,39.745999,8.32057825,10.3475675,13,0,0,1
1.5375,1.2375,0.4125,33.962701,8.12213175,9.02931575,10,1,0,0
1.0875,0.8375,0.25,9.34116025,1.984465,3.118445,7,0,1,0
1.0625,0.825,0.2875,11.509897,2.2963095,3.84135725,8,1,0,0
0.9625,0.7625,0.3125,8.901743,1.57339725,2.26796,10,1,0,0
1.5375,1.1875,0.4375,33.849303,7.3425205,8.97261675,11,1,0,0
0.725,0.5625,0.1875,3.96893,0.66621325,1.13398,5,1,0,0
1.6875,1.2625,0.4,43.431434,10.1207715,10.81533425,11,0,0,1
0.825,0.6125,0.1625,4.09650275,0.907184,1.43164975,6,0,1,0
1.4375,1.0875,0.375,22.8213475,4.60679375,7.654365,17,0,0,1
1.6,1.2375,0.425,34.77066175,10.6877615,8.15048125,11,1,0,0
1.675,1.3125,0.4875,40.25629,10.432616,11.07047975,10,1,0,0
0.9875,0.7375,0.225,8.57572375,1.88524175,2.16873675,5,0,1,0
1.5125,1.225,0.35,27.65493725,5.839997,8.9300925,10,0,0,1
1.075,0.875,0.225,11.2547515,2.5231055,3.40194,9,1,0,0
0.825,0.625,0.2625,4.86193925,0.9922325,1.70097,7,0,1,0
1.5125,1.1875,0.4375,30.504062,6.22271525,9.4970825,9,1,0,0
1.225,0.925,0.2625,14.92601175,2.84912475,4.195726,7,1,0,0
0.925,0.6625,0.1875,6.066793,1.4458245,1.984465,6,0,0,1
1.6125,1.275,0.3875,32.0065855,6.80388,9.695529,10,1,0,0
1.675,1.375,0.475,39.41997975,8.60407325,11.3398,12,1,0,0
1.1125,0.825,0.3,9.8372765,2.381358,2.9766975,11,0,1,0
0.9,0.6625,0.225,6.13766675,1.0489315,2.08368825,10,1,0,0
1.55,1.2125,0.5125,34.5580405,7.10154975,10.9145575,14,0,0,1
1.15,0.9,0.35,12.6722265,2.4664065,4.53592,9,0,1,0
1.4875,1.25,0.45,29.8520235,5.443104,11.056305,13,1,0,0
0.9625,0.7625,0.2375,7.144074,1.5592225,2.551455,14,0,1,0
1.1875,0.9125,0.35,17.50581625,4.09650275,5.386405,16,0,0,1
1.275,1.0125,0.3,17.293195,3.7137845,6.6621325,11,0,1,0
1.325,1.025,0.375,17.349894,4.32329875,5.37223025,11,0,1,0
1.625,1.3,0.4375,35.87629225,7.86698625,9.525432,9,0,0,1
1.2,0.9,0.25,12.4454305,2.8066005,3.2601925,8,0,0,1
1.5125,1.225,0.3625,36.85435,9.31281075,8.788345,14,0,0,1
1.475,1.1625,0.3875,32.205032,7.41339425,7.7961125,11,0,0,1
1.475,1.0125,0.375,24.1821235,7.41339425,6.9456275,9,0,0,1
1.675,1.3375,0.4625,45.2741515,9.922325,13.324265,21,1,0,0
1.125,0.825,0.2875,10.3475675,2.33883375,3.52951275,8,0,1,0
1.4125,1.1,0.4375,24.76328825,5.953395,5.953395,11,0,1,0
1.7375,1.425,0.575,53.4388075,12.3320325,14.17475,19,0,0,1
1.2875,0.9875,0.35,19.447757,3.55786225,6.23689,12,1,0,0
1.3125,0.975,0.3375,17.02387475,3.7137845,5.953395,16,1,0,0
1.425,1.1125,0.3875,24.5790165,4.83358975,7.93786,9,0,1,0
1.525,1.1875,0.3875,27.8675585,6.463686,7.540967,10,0,0,1
1.5375,1.175,0.4375,35.210079,8.1363065,8.9867915,11,0,0,1
1.775,1.375,0.425,45.756093,9.7805775,12.757275,11,1,0,0
0.8875,0.675,0.25,6.123492,1.0489315,2.1262125,10,0,1,0
0.95,0.7125,0.25,7.55514175,1.7293195,2.1262125,11,0,0,1
1.25,1.05,0.3375,19.17843675,4.01145425,5.85417175,9,0,0,1
1.4625,1.1875,0.375,30.1922175,5.6415505,8.17883075,10,0,0,1
1.3375,1.0,0.3625,19.9863975,3.86970675,6.23689,10,0,1,0
0.4875,0.3625,0.125,0.907184,0.226796,0.340194,4,0,0,1
1.125,0.8375,0.2875,11.15552825,2.0128145,3.118445,7,0,1,0
1.85,1.4875,0.475,65.87006325,14.50076925,14.3164975,11,0,0,1
1.45,1.15,0.4125,34.79901125,5.57067675,12.3320325,16,0,0,1
1.775,1.3875,0.4375,60.66793,10.56018875,12.303683,11,0,0,1
1.2875,1.0375,0.35,19.66037825,4.309124,5.6699,10,1,0,0
1.4125,1.1,0.3375,23.530085,4.91863825,6.747181,9,1,0,0
0.5125,0.375,0.1375,1.190679,0.4252425,0.340194,5,0,1,0
1.3625,1.0625,0.35,23.09066775,6.5487345,6.917278,10,0,1,0
1.4,1.0375,0.3625,24.153774,5.34388075,5.8116475,8,0,0,1
1.125,0.8375,0.3125,9.8939755,2.99087225,3.2601925,10,0,0,1
1.5375,1.1875,0.3625,27.00289875,5.5281525,9.07184,9,1,0,0
1.8125,1.4125,0.5375,53.6089045,13.39513875,16.44271,16,0,0,1
1.575,1.225,0.3875,35.50774875,6.973977,8.1930055,9,0,0,1
1.675,1.275,0.4375,43.27551175,12.68640125,9.7805775,10,0,0,1
1.0125,0.75,0.2125,8.60407325,1.43164975,2.494756,7,0,1,0
1.2875,0.9875,0.4125,21.44639675,4.819415,9.08601475,10,1,0,0
1.1375,0.8375,0.3375,14.2030995,2.82077525,3.01922175,7,0,1,0
1.375,1.0875,0.425,25.060958,4.66349275,7.93786,14,1,0,0
0.8375,0.6375,0.2,4.762716,1.00640725,1.417475,5,0,1,0
1.675,1.275,0.45,47.62716,8.43397625,11.15552825,13,0,0,1
0.9375,0.6125,0.25,11.169703,2.5798045,3.18931875,6,0,1,0
1.175,0.9375,0.2875,12.09106175,2.14038725,4.252425,8,0,0,1
1.2125,0.9875,0.35,17.84601025,3.6003865,6.3786375,14,0,0,1
0.775,0.6,0.2625,8.17883075,1.8427175,2.3530085,6,0,1,0
1.3125,1.0125,0.4,18.653971,3.18931875,6.3786375,12,1,0,0
